InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Month,Year,HighValueCustomer
550496,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,18/04/2011 15:05,3.29,Unknown,United Kingdom,3.29,4,2011,No
542890,82581,TOILET METAL SIGN,5,01/02/2011 13:25,0.55,15311,United Kingdom,2.75,2,2011,No
550458,22963,JAM JAR WITH GREEN LID,1,18/04/2011 13:13,1.63,Unknown,United Kingdom,1.63,4,2011,No
566281,84950,ASSORTED COLOUR T-LIGHT HOLDER,24,11/09/2011 14:15,0.65,12748,United Kingdom,15.6,9,2011,No
537823,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,08/12/2010 14:25,2.51,Unknown,United Kingdom,5.02,12,2010,No
561080,22420,LIPSTICK PEN BABY PINK,2,24/07/2011 16:13,0.42,Unknown,United Kingdom,0.84,7,2011,No
550622,23000,TRAVEL CARD WALLET TRANSPORT,24,19/04/2011 13:49,0.42,13735,United Kingdom,10.08,4,2011,No
579167,21874,GIN AND TONIC MUG,3,28/11/2011 14:06,1.65,16800,United Kingdom,4.95,11,2011,No
563257,22431,WATERING CAN BLUE ELEPHANT,6,15/08/2011 12:07,1.95,13799,United Kingdom,11.7,8,2011,No
578033,23108,SET OF 10 LED DOLLY LIGHTS,4,22/11/2011 13:42,6.25,12656,France,25,11,2011,No
545901,22147,FELTCRAFT BUTTERFLY HEARTS,2,07/03/2011 17:52,1.45,15834,United Kingdom,2.9,3,2011,No
580737,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,06/12/2011 09:05,3.75,14140,United Kingdom,15,12,2011,No
579749,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,8,30/11/2011 14:41,3.75,13362,United Kingdom,30,11,2011,No
555351,23206,LUNCH BAG APPLE DESIGN,20,02/06/2011 12:37,1.65,13408,United Kingdom,33,6,2011,No
578935,23136,IVORY WIRE SWEETHEART LETTER TRAY,2,27/11/2011 12:52,3.75,15351,United Kingdom,7.5,11,2011,No
559928,POST,POSTAGE,8,14/07/2011 08:52,40,12405,Finland,320,7,2011,No
541268,22951,60 CAKE CASES DOLLY GIRL DESIGN,6,17/01/2011 10:52,0.55,12872,United Kingdom,3.3,1,2011,No
578088,22155,STAR DECORATION RUSTIC,1,22/11/2011 16:47,0.42,16376,United Kingdom,0.42,11,2011,No
552824,22999,TRAVEL CARD WALLET RETRO PETALS,24,11/05/2011 13:16,0.42,14056,United Kingdom,10.08,5,2011,No
541809,21930,JUMBO STORAGE BAG SKULLS,6,21/01/2011 14:58,4.96,Unknown,United Kingdom,29.76,1,2011,No
564190,23286,BLUE VINTAGE SPOT BEAKER,8,23/08/2011 16:01,0.85,16143,United Kingdom,6.8,8,2011,No
572550,21257,VICTORIAN SEWING BOX MEDIUM,1,24/10/2011 17:06,15.79,Unknown,United Kingdom,15.79,10,2011,No
571938,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,20/10/2011 09:32,1.25,13669,United Kingdom,30,10,2011,No
538880,22350,ILLUSTRATED CAT BOWL ,1,14/12/2010 15:52,5.06,Unknown,United Kingdom,5.06,12,2010,No
558906,22997,TRAVEL CARD WALLET UNION JACK,10,04/07/2011 16:35,0.42,15555,United Kingdom,4.2,7,2011,No
547860,22896,PEG BAG APPLES DESIGN,1,27/03/2011 12:21,2.55,17625,United Kingdom,2.55,3,2011,No
547785,22523,CHILDS GARDEN FORK PINK,2,25/03/2011 11:41,0.85,13097,United Kingdom,1.7,3,2011,No
540352,90182C,BLACK 3 BEAD DROP EARRINGS,1,06/01/2011 14:27,2.96,Unknown,United Kingdom,2.96,1,2011,No
555704,22532,MAGIC DRAWING SLATE LEAP FROG ,24,06/06/2011 15:06,0.42,14944,United Kingdom,10.08,6,2011,No
569700,22310,IVORY KNITTED MUG COSY ,1,05/10/2011 15:56,3.29,Unknown,United Kingdom,3.29,10,2011,No
569244,23060,HEART BEADED TRELLIS DECORATION,6,03/10/2011 09:45,2.08,13344,United Kingdom,12.48,10,2011,No
562776,22763,KEY CABINET MA CAMPAGNE,2,09/08/2011 12:23,9.95,14180,United Kingdom,19.9,8,2011,No
564840,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,30/08/2011 12:49,5.79,Unknown,United Kingdom,5.79,8,2011,No
544772,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,23/02/2011 11:12,2.46,Unknown,United Kingdom,4.92,2,2011,No
571276,22077,6 RIBBONS RUSTIC CHARM,4,16/10/2011 12:30,1.95,14702,United Kingdom,7.8,10,2011,No
576686,22781,GUMBALL MAGAZINE RACK,1,16/11/2011 12:08,7.65,16916,United Kingdom,7.65,11,2011,No
575748,22110,BIRD HOUSE HOT WATER BOTTLE,2,11/11/2011 10:21,5.79,Unknown,United Kingdom,11.58,11,2011,No
543300,22570,FELTCRAFT CUSHION RABBIT,3,07/02/2011 11:42,3.75,13334,United Kingdom,11.25,2,2011,No
559305,37475,SET/4 COLOURFUL MIXING BOWLS,1,07/07/2011 12:56,9.95,17892,United Kingdom,9.95,7,2011,No
571942,23660,HENRIETTA HEN MUG ,12,20/10/2011 10:06,1.65,17434,United Kingdom,19.8,10,2011,No
571716,22718,CARD CAT AND TREE ,2,18/10/2011 17:05,0.83,Unknown,United Kingdom,1.66,10,2011,No
546622,22356,CHARLOTTE BAG PINK POLKADOT,2,15/03/2011 11:30,0.85,17954,United Kingdom,1.7,3,2011,No
568549,20727,LUNCH BAG  BLACK SKULL.,10,27/09/2011 14:52,1.65,13950,United Kingdom,16.5,9,2011,No
562716,82482,WOODEN PICTURE FRAME WHITE FINISH,6,08/08/2011 15:35,2.55,14257,United Kingdom,15.3,8,2011,No
543981,22933,BAKING MOULD EASTER EGG MILK CHOC,6,15/02/2011 08:18,2.95,15358,United Kingdom,17.7,2,2011,No
578620,22847,BREAD BIN DINER STYLE IVORY,1,24/11/2011 15:21,16.95,17247,United Kingdom,16.95,11,2011,No
581221,85199L,LARGE HANGING IVORY & RED WOOD BIRD,60,08/12/2011 09:40,0.65,17856,United Kingdom,39,12,2011,No
579283,22961,JAM MAKING SET PRINTED,12,29/11/2011 10:45,1.45,13883,United Kingdom,17.4,11,2011,No
573999,22059,CERAMIC STRAWBERRY DESIGN MUG,48,02/11/2011 11:43,1.25,12779,Poland,60,11,2011,No
537434,22322,BIRD DECORATION GREEN POLKADOT,1,06/12/2010 16:57,1.66,Unknown,United Kingdom,1.66,12,2010,No
550004,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,14/04/2011 09:56,0.85,12569,Germany,10.2,4,2011,No
542107,22325,MOBILE VINTAGE HEARTS ,1,25/01/2011 13:38,4.95,16222,United Kingdom,4.95,1,2011,No
565231,22686,FRENCH BLUE METAL DOOR SIGN No,1,02/09/2011 09:26,2.46,Unknown,United Kingdom,2.46,9,2011,No
541859,21617,4 LILY  BOTANICAL DINNER CANDLES,1,23/01/2011 15:34,3.75,14606,United Kingdom,3.75,1,2011,No
541423,21774,DECORATIVE CATS BATHROOM BOTTLE,2,17/01/2011 17:54,1.25,Unknown,United Kingdom,2.5,1,2011,No
568411,22358,KINGS CHOICE TEA CADDY ,1,27/09/2011 10:52,5.79,Unknown,United Kingdom,5.79,9,2011,No
537240,21786,POLKADOT RAIN HAT ,10,06/12/2010 10:08,0.85,Unknown,United Kingdom,8.5,12,2010,No
565421,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,04/09/2011 12:10,1.45,16744,United Kingdom,1.45,9,2011,No
540995,84836,ZINC METAL HEART DECORATION,1,13/01/2011 09:30,2.46,Unknown,United Kingdom,2.46,1,2011,No
549743,23206,LUNCH BAG APPLE DESIGN,10,12/04/2011 10:05,1.65,16186,United Kingdom,16.5,4,2011,No
551547,20725,LUNCH BAG RED RETROSPOT,31,03/05/2011 09:44,4.96,Unknown,United Kingdom,153.76,5,2011,No
545059,22694,WICKER STAR ,4,27/02/2011 13:04,2.1,14157,United Kingdom,8.4,2,2011,No
579792,20675,BLUE POLKADOT BOWL,8,30/11/2011 15:43,1.25,12714,France,10,11,2011,No
571282,21621,VINTAGE UNION JACK BUNTING,1,16/10/2011 13:24,8.5,15545,United Kingdom,8.5,10,2011,No
546115,22498,WOODEN REGATTA BUNTING,3,09/03/2011 13:50,5.95,15379,United Kingdom,17.85,3,2011,No
567859,23077,DOUGHNUT LIP GLOSS ,40,22/09/2011 13:51,1.25,12936,United Kingdom,50,9,2011,No
580469,22598,CHRISTMAS MUSICAL ZINC TREE,3,04/12/2011 12:32,0.29,14583,United Kingdom,0.87,12,2011,No
576837,47593B,SCOTTIE DOGS BABY BIB,1,16/11/2011 15:16,0.83,Unknown,United Kingdom,0.83,11,2011,No
575969,23581,JUMBO BAG PAISLEY PARK,4,13/11/2011 12:47,2.08,13571,United Kingdom,8.32,11,2011,No
541012,21500,PINK POLKADOT WRAP ,25,13/01/2011 11:48,0.42,17019,United Kingdom,10.5,1,2011,No
578362,22271,FELTCRAFT DOLL ROSIE,6,24/11/2011 10:39,2.95,12913,United Kingdom,17.7,11,2011,No
564372,21207,SKULL AND CROSSBONES  GARLAND ,12,25/08/2011 09:55,1.65,12714,France,19.8,8,2011,No
551468,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,8,28/04/2011 16:21,1.63,Unknown,United Kingdom,13.04,4,2011,No
565147,21704,BAG 250g SWIRLY MARBLES,12,01/09/2011 13:53,0.85,16187,United Kingdom,10.2,9,2011,No
549687,21976,PACK OF 60 MUSHROOM CAKE CASES,24,11/04/2011 13:29,0.55,12363,Unspecified,13.2,4,2011,No
570409,21212,PACK OF 72 RETROSPOT CAKE CASES,24,10/10/2011 13:03,0.55,12682,France,13.2,10,2011,No
558926,21936,RED RETROSPOT PICNIC BAG,10,05/07/2011 10:21,2.95,17469,United Kingdom,29.5,7,2011,No
572103,22533,MAGIC DRAWING SLATE BAKE A CAKE ,1,20/10/2011 15:57,0.42,17571,United Kingdom,0.42,10,2011,No
567043,22294,HEART FILIGREE DOVE  SMALL,7,16/09/2011 11:27,1.25,13268,United Kingdom,8.75,9,2011,No
569968,23343,JUMBO BAG VINTAGE CHRISTMAS ,3,06/10/2011 18:56,2.08,17921,United Kingdom,6.24,10,2011,No
543306,22966,GINGERBREAD MAN COOKIE CUTTER,1,07/02/2011 11:56,1.25,16686,United Kingdom,1.25,2,2011,No
578068,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,22/11/2011 15:45,1.25,14505,United Kingdom,2.5,11,2011,No
540460,21883,STARS GIFT TAPE ,24,07/01/2011 12:44,0.19,15607,United Kingdom,4.56,1,2011,No
566477,22113,GREY HEART HOT WATER BOTTLE,4,13/09/2011 09:03,4.25,14359,United Kingdom,17,9,2011,No
550915,22090,PAPER BUNTING RETROSPOT,1,21/04/2011 13:30,2.95,13263,United Kingdom,2.95,4,2011,No
547273,22782,SET 3 WICKER STORAGE BASKETS ,1,22/03/2011 11:05,24.95,14530,United Kingdom,24.95,3,2011,No
574907,21243,PINK POLKADOT PLATE ,12,07/11/2011 15:33,1.69,17043,United Kingdom,20.28,11,2011,No
551516,23256,CHILDRENS CUTLERY SPACEBOY ,5,01/05/2011 11:10,4.15,14800,United Kingdom,20.75,5,2011,No
541291,22858,EASTER TIN KEEPSAKE,6,17/01/2011 13:25,1.65,14667,United Kingdom,9.9,1,2011,No
575855,21671,RED SPOT CERAMIC DRAWER KNOB,2,11/11/2011 12:24,1.45,14527,United Kingdom,2.9,11,2011,No
559783,23286,BLUE VINTAGE SPOT BEAKER,8,12/07/2011 12:02,0.85,13069,United Kingdom,6.8,7,2011,No
555486,47593B,SCOTTIE DOGS BABY BIB,48,03/06/2011 13:05,0.39,13248,United Kingdom,18.72,6,2011,No
574532,23370,SET 36 COLOURING PENCILS DOILY,16,04/11/2011 14:19,1.25,15676,United Kingdom,20,11,2011,No
566451,51014A,"FEATHER PEN,HOT PINK",12,12/09/2011 16:14,0.39,18069,United Kingdom,4.68,9,2011,No
558876,22595,GINGHAM HEART DECORATION,11,04/07/2011 13:36,0.85,17841,United Kingdom,9.35,7,2011,No
548648,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,01/04/2011 13:20,3.75,12949,United Kingdom,15,4,2011,No
558749,85132C,CHARLIE AND LOLA FIGURES TINS,1,03/07/2011 10:28,1.95,16326,United Kingdom,1.95,7,2011,No
557751,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,22/06/2011 12:56,0.62,14092,United Kingdom,7.44,6,2011,No
558777,71143,SILVER BOOK MARK WITH BEADS,3,04/07/2011 10:23,0.83,Unknown,United Kingdom,2.49,7,2011,No
541592,22344,PARTY PIZZA DISH PINK POLKADOT,21,19/01/2011 15:08,0.42,Unknown,United Kingdom,8.82,1,2011,No
553088,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,13/05/2011 11:53,4.95,16180,United Kingdom,39.6,5,2011,No
577757,23397,FOOT STOOL HOME SWEET HOME ,1,21/11/2011 15:10,9.95,13755,United Kingdom,9.95,11,2011,No
555257,22097,SWALLOW SQUARE TISSUE BOX,1,01/06/2011 15:28,1.25,17596,United Kingdom,1.25,6,2011,No
577520,23156,SET OF 5 MINI GROCERY MAGNETS,1,20/11/2011 13:20,2.08,14553,United Kingdom,2.08,11,2011,No
575504,47566,PARTY BUNTING,8,10/11/2011 10:29,4.95,14895,United Kingdom,39.6,11,2011,No
550192,23178,JAM CLOCK MAGNET,6,15/04/2011 08:45,2.89,12582,Finland,17.34,4,2011,No
578289,82578,KITCHEN METAL SIGN,1,23/11/2011 14:07,0.55,17841,United Kingdom,0.55,11,2011,No
578059,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,22/11/2011 15:15,2.95,13940,United Kingdom,35.4,11,2011,No
576093,85019B,BLOSSOM  IMAGES NOTEBOOK SET,24,14/11/2011 09:05,1.25,17744,United Kingdom,30,11,2011,No
581476,22730,ALARM CLOCK BAKELIKE IVORY,4,09/12/2011 08:48,3.75,12433,Norway,15,12,2011,No
549257,22271,FELTCRAFT DOLL ROSIE,1,07/04/2011 12:29,2.95,14465,United Kingdom,2.95,4,2011,No
579787,22654,DELUXE SEWING KIT ,1,30/11/2011 15:33,12.46,Unknown,United Kingdom,12.46,11,2011,No
568329,21240,BLUE POLKADOT CUP,8,26/09/2011 14:12,0.85,15243,United Kingdom,6.8,9,2011,No
559322,22379,RECYCLING BAG RETROSPOT ,200,07/07/2011 14:46,1.85,15769,United Kingdom,370,7,2011,No
581196,20685,DOORMAT RED RETROSPOT,2,07/12/2011 17:25,8.25,12935,United Kingdom,16.5,12,2011,No
569700,22421,LIPSTICK PEN FUSCHIA,1,05/10/2011 15:56,0.83,Unknown,United Kingdom,0.83,10,2011,No
559930,23174,REGENCY SUGAR BOWL GREEN,6,14/07/2011 09:22,4.15,17738,United Kingdom,24.9,7,2011,No
565442,22452,MEASURING TAPE BABUSHKA PINK,6,04/09/2011 14:09,2.95,12627,Germany,17.7,9,2011,No
574336,22367,CHILDRENS APRON SPACEBOY DESIGN,8,04/11/2011 09:52,1.95,12397,Belgium,15.6,11,2011,No
568721,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1,28/09/2011 16:24,2.46,Unknown,United Kingdom,2.46,9,2011,No
546659,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,15/03/2011 14:25,1.25,16996,United Kingdom,15,3,2011,No
569697,23413,VINTAGE COFFEE GRINDER BOX,3,05/10/2011 15:38,4.95,17647,United Kingdom,14.85,10,2011,No
573868,21249,WOODLAND  HEIGHT CHART STICKERS ,6,01/11/2011 12:18,2.95,12491,France,17.7,11,2011,No
545536,84820,DANISH ROSE TRINKET TRAYS,2,03/03/2011 14:12,5.95,12417,Belgium,11.9,3,2011,No
575034,21818,GLITTER HEART DECORATION,36,08/11/2011 11:38,0.39,15573,United Kingdom,14.04,11,2011,No
543094,47566,PARTY BUNTING,6,03/02/2011 11:28,4.65,16030,United Kingdom,27.9,2,2011,No
558315,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,28/06/2011 11:44,39.95,15065,United Kingdom,39.95,6,2011,No
579187,21175,GIN AND TONIC DIET METAL SIGN,1,28/11/2011 15:31,4.96,Unknown,United Kingdom,4.96,11,2011,No
562551,21380,WOODEN HAPPY BIRTHDAY GARLAND,2,05/08/2011 16:19,2.95,17231,United Kingdom,5.9,8,2011,No
546365,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,11/03/2011 11:35,1.25,12520,Germany,15,3,2011,No
546235,82011B,BATHROOM SCALES RUBBER DUCKS,1,10/03/2011 12:42,3.75,14976,United Kingdom,3.75,3,2011,No
578950,85099F,JUMBO BAG STRAWBERRY,1,27/11/2011 14:40,2.08,17885,United Kingdom,2.08,11,2011,No
548191,DOT,DOTCOM POSTAGE,1,29/03/2011 15:20,23.53,Unknown,United Kingdom,23.53,3,2011,No
548203,22937,BAKING MOULD CHOCOLATE CUPCAKES,3,29/03/2011 16:40,5.95,Unknown,United Kingdom,17.85,3,2011,No
573379,21810,CHRISTMAS HANGING STAR WITH BELL,48,30/10/2011 14:03,0.39,15680,United Kingdom,18.72,10,2011,No
581166,23290,SPACEBOY CHILDRENS BOWL,3,07/12/2011 14:43,1.25,15525,United Kingdom,3.75,12,2011,No
579885,72741,GRAND CHOCOLATECANDLE,9,30/11/2011 17:37,1.45,15444,United Kingdom,13.05,11,2011,No
546655,22147,FELTCRAFT BUTTERFLY HEARTS,1,15/03/2011 14:19,4.13,Unknown,United Kingdom,4.13,3,2011,No
569148,22969,HOMEMADE JAM SCENTED CANDLES,24,30/09/2011 15:52,1.45,16613,United Kingdom,34.8,9,2011,No
579508,21439,BASKET OF TOADSTOOLS,1,29/11/2011 16:33,2.46,Unknown,United Kingdom,2.46,11,2011,No
553890,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,4,19/05/2011 16:32,1.63,Unknown,United Kingdom,6.52,5,2011,No
538537,48138,DOORMAT UNION FLAG,2,13/12/2010 10:41,7.95,12747,United Kingdom,15.9,12,2010,No
569546,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,04/10/2011 16:39,8.25,15276,United Kingdom,8.25,10,2011,No
558248,84596L,BISCUITS SMALL BOWL LIGHT BLUE,32,27/06/2011 16:48,0.42,13798,United Kingdom,13.44,6,2011,No
564556,23132,SMALL IVORY HEART WALL ORGANISER,1,25/08/2011 19:48,5.75,12748,United Kingdom,5.75,8,2011,No
570223,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2,09/10/2011 13:11,3.75,15787,United Kingdom,7.5,10,2011,No
551014,22534,MAGIC DRAWING SLATE SPACEBOY ,24,26/04/2011 11:04,0.42,13209,United Kingdom,10.08,4,2011,No
581021,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,07/12/2011 10:24,3.95,14769,United Kingdom,15.8,12,2011,No
565841,23078,ICE CREAM PEN LIP GLOSS ,2,07/09/2011 12:04,2.46,Unknown,United Kingdom,4.92,9,2011,No
540015,22969,HOMEMADE JAM SCENTED CANDLES,24,04/01/2011 11:40,1.45,13319,United Kingdom,34.8,1,2011,No
568676,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,8,28/09/2011 13:43,4.95,18242,United Kingdom,39.6,9,2011,No
544777,22770,MIRROR CORNICE,1,23/02/2011 12:00,14.95,15311,United Kingdom,14.95,2,2011,No
543539,22682,FRENCH BLUE METAL DOOR SIGN 7,1,09/02/2011 14:18,1.25,17757,United Kingdom,1.25,2,2011,No
576906,21165,BEWARE OF THE CAT METAL SIGN ,12,17/11/2011 09:33,1.69,18225,United Kingdom,20.28,11,2011,No
558861,22274,FELTCRAFT DOLL EMILY,6,04/07/2011 12:19,2.95,13373,United Kingdom,17.7,7,2011,No
552666,20984,12 PENCILS TALL TUBE POSY,1,10/05/2011 15:05,1.63,Unknown,United Kingdom,1.63,5,2011,No
561009,82600,NO SINGING METAL SIGN,48,22/07/2011 16:03,1.85,15856,United Kingdom,88.8,7,2011,No
570459,23330,DECORATIVE WICKER HEART MEDIUM,12,10/10/2011 15:42,1.25,15801,United Kingdom,15,10,2011,No
563952,22971,QUEENS GUARD COFFEE MUG,12,22/08/2011 10:44,2.55,15572,United Kingdom,30.6,8,2011,No
567821,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,22/09/2011 12:45,5.95,14659,United Kingdom,17.85,9,2011,No
538890,85175,CACTI T-LIGHT CANDLES,32,14/12/2010 16:39,0.42,12867,United Kingdom,13.44,12,2010,No
549325,22922,FRIDGE MAGNETS US DINER ASSORTED,12,08/04/2011 10:32,0.85,12717,Greece,10.2,4,2011,No
552864,23061,VINTAGE EMBOSSED HEART,6,11/05/2011 17:13,1.25,13235,United Kingdom,7.5,5,2011,No
560937,22548,HEADS AND TAILS SPORTING FUN,1,22/07/2011 10:52,1.25,17920,United Kingdom,1.25,7,2011,No
543458,21755,LOVE BUILDING BLOCK WORD,2,08/02/2011 13:28,5.95,14587,United Kingdom,11.9,2,2011,No
564556,22908,PACK OF 20 NAPKINS RED APPLES,1,25/08/2011 19:48,0.85,12748,United Kingdom,0.85,8,2011,No
546096,84991,60 TEATIME FAIRY CAKE CASES,24,09/03/2011 11:59,0.55,15502,United Kingdom,13.2,3,2011,No
556512,23204,CHARLOTTE BAG APPLES DESIGN,20,13/06/2011 10:44,0.85,14688,United Kingdom,17,6,2011,No
579196,22296,HEART IVORY TRELLIS LARGE,1,28/11/2011 15:54,3.29,14096,United Kingdom,3.29,11,2011,No
565594,21506,"FANCY FONT BIRTHDAY CARD, ",12,05/09/2011 14:11,0.42,13510,United Kingdom,5.04,9,2011,No
547066,21094,SET/6 RED SPOTTY PAPER PLATES,12,20/03/2011 13:41,0.85,12921,United Kingdom,10.2,3,2011,No
568135,22993,SET OF 4 PANTRY JELLY MOULDS,2,23/09/2011 17:04,2.46,Unknown,United Kingdom,4.92,9,2011,No
562528,22710,WRAP I LOVE LONDON ,25,05/08/2011 13:52,0.42,12610,Italy,10.5,8,2011,No
569329,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,03/10/2011 13:03,2.55,17652,United Kingdom,15.3,10,2011,No
537889,21527,RED RETROSPOT TRADITIONAL TEAPOT ,4,09/12/2010 10:04,7.95,13319,United Kingdom,31.8,12,2010,No
567326,84952B,BLACK LOVE BIRD T-LIGHT HOLDER,6,19/09/2011 14:38,3.75,14290,United Kingdom,22.5,9,2011,No
553419,23132,SMALL IVORY HEART WALL ORGANISER,12,17/05/2011 10:10,4.95,16639,United Kingdom,59.4,5,2011,No
537823,18098C,PORCELAIN BUTTERFLY OIL BURNER,2,08/12/2010 14:25,5.91,Unknown,United Kingdom,11.82,12,2010,No
542617,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,3,30/01/2011 15:48,4.25,17463,United Kingdom,12.75,1,2011,No
546888,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,17/03/2011 18:15,2.46,Unknown,United Kingdom,2.46,3,2011,No
578147,22197,POPCORN HOLDER,4,23/11/2011 11:09,0.85,12748,United Kingdom,3.4,11,2011,No
580541,22026,BANQUET BIRTHDAY  CARD  ,12,05/12/2011 09:03,0.42,15358,United Kingdom,5.04,12,2011,No
552039,21988,PACK OF 6 SKULL PAPER PLATES,24,06/05/2011 08:10,0.85,13081,United Kingdom,20.4,5,2011,No
570118,23043,PAPER LANTERN 9 POINT HOLLY STAR L,2,07/10/2011 12:44,6.25,13276,United Kingdom,12.5,10,2011,No
566286,22663,JUMBO BAG DOLLY GIRL DESIGN,10,11/09/2011 14:58,2.08,14057,United Kingdom,20.8,9,2011,No
576181,23374,RED SPOT PAPER GIFT BAG,12,14/11/2011 11:19,0.82,15572,United Kingdom,9.84,11,2011,No
567183,23309,SET OF 60 I LOVE LONDON CAKE CASES ,4,18/09/2011 15:32,0.55,14769,United Kingdom,2.2,9,2011,No
562841,84992,72 SWEETHEART FAIRY CAKE CASES,24,09/08/2011 16:42,0.55,17675,United Kingdom,13.2,8,2011,No
581439,22192,BLUE DINER WALL CLOCK,1,08/12/2011 16:30,16.63,Unknown,United Kingdom,16.63,12,2011,No
573913,22138,BAKING SET 9 PIECE RETROSPOT ,6,01/11/2011 15:49,4.95,17653,United Kingdom,29.7,11,2011,No
536488,21621,VINTAGE UNION JACK BUNTING,1,01/12/2010 12:31,8.5,17897,United Kingdom,8.5,12,2010,No
543273,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,06/02/2011 11:29,4.95,16456,United Kingdom,4.95,2,2011,No
562949,22826,LOVE SEAT ANTIQUE WHITE METAL,1,11/08/2011 09:47,85,14346,United Kingdom,85,8,2011,No
572130,22046,TEA PARTY  WRAPPING PAPER ,25,21/10/2011 09:50,0.42,13460,United Kingdom,10.5,10,2011,No
575059,22342,HOME GARLAND PAINTED ZINC ,4,08/11/2011 12:25,0.75,14071,United Kingdom,3,11,2011,No
547068,22457,NATURAL SLATE HEART CHALKBOARD ,6,20/03/2011 13:48,2.95,13985,United Kingdom,17.7,3,2011,No
581266,21208,PASTEL COLOUR HONEYCOMB FAN,12,08/12/2011 11:25,0.39,12621,Germany,4.68,12,2011,No
559163,21716,BOYS VINTAGE TIN SEASIDE BUCKET,4,06/07/2011 16:33,2.46,Unknown,United Kingdom,9.84,7,2011,No
543826,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,14/02/2011 09:41,2.46,Unknown,United Kingdom,2.46,2,2011,No
543461,84559b,3D SHEET OF CAT STICKERS,1,08/02/2011 13:35,1.66,Unknown,United Kingdom,1.66,2,2011,No
563619,85099B,JUMBO BAG RED RETROSPOT,10,18/08/2011 10:01,2.08,12839,United Kingdom,20.8,8,2011,No
560225,79190A,RETRO PLASTIC 70'S TRAY,1,15/07/2011 16:27,0.83,Unknown,United Kingdom,0.83,7,2011,No
580490,21705,BAG 500g SWIRLY MARBLES,48,04/12/2011 12:48,0.39,15773,United Kingdom,18.72,12,2011,No
556812,22902,TOTE BAG I LOVE LONDON,1,14/06/2011 17:25,4.13,Unknown,United Kingdom,4.13,6,2011,No
563764,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2,19/08/2011 11:15,1.65,14606,United Kingdom,3.3,8,2011,No
559341,23199,JUMBO BAG APPLES,20,07/07/2011 16:56,2.08,15144,United Kingdom,41.6,7,2011,No
559923,20724,RED RETROSPOT CHARLOTTE BAG,1,13/07/2011 16:07,1.63,Unknown,United Kingdom,1.63,7,2011,No
545901,21781,MA CAMPAGNE CUTLERY BOX,1,07/03/2011 17:52,14.95,15834,United Kingdom,14.95,3,2011,No
579196,22142,CHRISTMAS CRAFT WHITE FAIRY ,1,28/11/2011 15:54,3.29,14096,United Kingdom,3.29,11,2011,No
569726,22189,CREAM HEART CARD HOLDER,8,06/10/2011 09:36,3.95,17419,United Kingdom,31.6,10,2011,No
554105,22928,YELLOW GIANT GARDEN THERMOMETER,4,22/05/2011 14:04,5.95,14711,United Kingdom,23.8,5,2011,No
577600,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,21/11/2011 08:28,4.15,14447,United Kingdom,33.2,11,2011,No
547103,48173C,DOORMAT BLACK FLOCK ,10,21/03/2011 10:54,6.75,15218,United Kingdom,67.5,3,2011,No
559991,21363,HOME SMALL WOOD LETTERS,1,14/07/2011 12:29,4.95,14527,United Kingdom,4.95,7,2011,No
543237,22652,TRAVEL SEWING KIT,4,04/02/2011 13:39,4.13,Unknown,United Kingdom,16.52,2,2011,No
567092,22569,FELTCRAFT CUSHION BUTTERFLY,8,16/09/2011 12:48,3.75,13196,United Kingdom,30,9,2011,No
577774,79066K,RETRO MOD TRAY,12,21/11/2011 15:57,0.85,16712,United Kingdom,10.2,11,2011,No
